"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1967543547688890472","Mon Sep 15 10:58:31 +0000 2025","0","Bodo amat anjir gua nganggep chara roblox gua sebagai boneka yg hrs didandani","1967543547688890472","","","in","","0","0","0","https://x.com/undefined/status/1967543547688890472","1962460548",
"1967543521415741624","Mon Sep 15 10:58:25 +0000 2025","0","suka heran kenapa pas aku ngajar atau main roblox banyak yang order tapi pas aku gabut tuh jarang yang order ","1967543521415741624","","","in","","0","0","0","https://x.com/undefined/status/1967543521415741624","1324549051791011840",
"1967543503803846984","Mon Sep 15 10:58:21 +0000 2025","0","Yaelah di twitter tinggal ngealter aje padahal dripada podcast 21+ di roblox","1967543503803846984","","","in","","0","0","0","https://x.com/undefined/status/1967543503803846984","1947549159940362240",
"1967543482215813235","Mon Sep 15 10:58:16 +0000 2025","0","Ni orang orang di roblox perlu diruqyah dah lama2","1967543482215813235","","","in","","0","0","0","https://x.com/undefined/status/1967543482215813235","1177024847383105537",
"1967429464117145932","Mon Sep 15 10:58:15 +0000 2025","0","@Niygemes @roblox_fess gpp ak juga pernah jgn percaya kl item murah gitu","1967543478075945452","","Niygemes","in","","0","1","0","https://x.com/undefined/status/1967543478075945452","1825181483142987776",
"1967541020649816166","Mon Sep 15 10:58:14 +0000 2025","1","@roblox_fess mauu ikut kalo adaa","1967543476226265502","","roblox_fess","in","","0","0","0","https://x.com/undefined/status/1967543476226265502","1948225015889137664",
"1967543439131840735","Mon Sep 15 10:58:05 +0000 2025","0","padahal 4hari yang lalu gamau main roblox . ","1967543439131840735","","","in","","0","0","0","https://x.com/undefined/status/1967543439131840735","1806308534436655104",
"1967518461266907258","Mon Sep 15 10:57:55 +0000 2025","1","@roblox_fess mutasi gold + size buahnya gede","1967543394600992974","","roblox_fess","in","","0","0","0","https://x.com/undefined/status/1967543394600992974","1956307783005163520",
"1967438081234997268","Mon Sep 15 10:57:51 +0000 2025","0","@roblox_fess pindah server","1967543380596162605","","roblox_fess","in","","0","0","0","https://x.com/undefined/status/1967543380596162605","513733697",
"1967541020649816166","Mon Sep 15 10:57:47 +0000 2025","1","@roblox_fess mau ikut kalau ada bikin","1967543364234117604","","roblox_fess","in","","0","0","0","https://x.com/undefined/status/1967543364234117604","1931632275856531456",
"1967438081234997268","Mon Sep 15 10:57:42 +0000 2025","0","@ayaintears @roblox_fess biasanya kalo itu admin pasti ada tulisan admin kakk","1967543340930674906","","ayaintears","in","","0","1","0","https://x.com/undefined/status/1967543340930674906","513733697",
"1967543300480774558","Mon Sep 15 10:57:32 +0000 2025","0","aku ketagihan mancing . di roblox . ‍️","1967543300480774558","","","in","","1","0","0","https://x.com/undefined/status/1967543300480774558","1806308534436655104",
"1967541268784845281","Mon Sep 15 10:57:28 +0000 2025","0","@roblox_fess angkut boleh?","1967543284034900421","","roblox_fess","in","","0","1","0","https://x.com/undefined/status/1967543284034900421","1931632275856531456",
"1967263619122442507","Mon Sep 15 10:57:25 +0000 2025","0","@roblox_fess Semalem main vd sama pacarku terus ada ava blonde lucu banget pas aku jadi killer dia tuh noob banget makanya kena terus pas aku bawa dia bilang kayak terus aja terus . Akhirnya pas aku nemuin dia aku cuma liatin terus lewat. Kata dia guys killernya baik banget &amp; lucu ","1967543271581950283","","roblox_fess","in","","0","0","0","https://x.com/undefined/status/1967543271581950283","1627882473685401600",
"1967465223893262413","Mon Sep 15 10:57:22 +0000 2025","0","@macchibrow @roblox_fess kak sebelum dpt megalodon rarestnya berapa?","1967543257728168290","","macchibrow","in","","0","0","0","https://x.com/undefined/status/1967543257728168290","1730643344861392896",
"1967536416692531397","Mon Sep 15 10:57:16 +0000 2025","0","@Vertraumts main roblox :-) aku berhasil 100 expe antartika :-)","1967543233770385645","","Vertraumts","in","","0","1","0","https://x.com/undefined/status/1967543233770385645","1933049860732956673",
"1967433662955217382","Mon Sep 15 10:57:06 +0000 2025","0","@roblox_fess 1. Lembayana 2. Talamau 3. Arunika 4. Atin https://t.co/oZf0GKJ4Pv","1967543190984237348","https://pbs.twimg.com/media/G04eGErasAAASGw.jpg","roblox_fess","in","","0","0","0","https://x.com/undefined/status/1967543190984237348","1275866765906464768",
"1967541268784845281","Mon Sep 15 10:57:02 +0000 2025","0","@roblox_fess gemaaasss mauu ikut","1967543173212942499","","roblox_fess","in","","0","1","0","https://x.com/undefined/status/1967543173212942499","1893352108122075137",
"1967488974919761965","Mon Sep 15 10:57:01 +0000 2025","3","@_carmilky @roblox_fess Bilangin jgn birahi di game yg banyak anak kecil nya kak ","1967543168322412969","","_carmilky","in","","0","0","0","https://x.com/undefined/status/1967543168322412969","798831622191607808",
"1967543161498341745","Mon Sep 15 10:56:59 +0000 2025","0","tolonggg udah terpapar penyakit roblox gila","1967543161498341745","","","in","","0","0","0","https://x.com/undefined/status/1967543161498341745","793827074503049216",
"1967401008826663168","Mon Sep 15 10:56:59 +0000 2025","2","@Azha_ID31 @RealSchlep Mending di ban aja roblox dah begini","1967543160663650673","","Azha_ID31","in","","0","0","0","https://x.com/undefined/status/1967543160663650673","825572655000457216",
"1967488974919761965","Mon Sep 15 10:56:56 +0000 2025","0","@roblox_fess macam editan gitu jink","1967543150253420572","","roblox_fess","in","","0","0","0","https://x.com/undefined/status/1967543150253420572","1828847002035367936",
"1967478305642119172","Mon Sep 15 10:55:03 +0000 2025","0","@roblox_fess kakk yg hitam pojok kanan barisan kedua sama merah pojok kiri barisan ketiga cantik banget... naksir... boleh ngga aku minta kode outfitnyaa?","1967542675428778303","","roblox_fess","in","","0","1","0","https://x.com/undefined/status/1967542675428778303","1954722910377291777",
"1967225993162002587","Mon Sep 15 10:54:51 +0000 2025","0","@roblox_fess mauu @ ransroll","1967542622622449726","","roblox_fess","in","","0","0","0","https://x.com/undefined/status/1967542622622449726","912133039",
"1967429464117145932","Mon Sep 15 10:54:26 +0000 2025","0","@Hyuuuu_0 @roblox_fess Tai emg ya","1967542519513936040","","Hyuuuu_0","in","","0","0","0","https://x.com/undefined/status/1967542519513936040","1495654448886337538",
"1967541268784845281","Mon Sep 15 10:54:05 +0000 2025","0","@roblox_fess angkutt dong","1967542433379668221","","roblox_fess","in","","0","1","0","https://x.com/undefined/status/1967542433379668221","1298259204147355651",
"1967488343010156999","Mon Sep 15 10:54:04 +0000 2025","0","@roblox_fess Gwe im kebal nder malah ngerasa aneh :&gt; main mah main aja gak usah baper an","1967542428128416232","","roblox_fess","in","","0","0","0","https://x.com/undefined/status/1967542428128416232","1401721977966972934",
"1967542414241116228","Mon Sep 15 10:54:01 +0000 2025","0","tim ga instal dua duanya roblox walau lg hype bgt pun ga install. tiktok males krn bikin memo hp penuh","1967542414241116228","","","in","","0","0","0","https://x.com/undefined/status/1967542414241116228","1510818560217542657",
"1967429464117145932","Mon Sep 15 10:53:57 +0000 2025","0","@aestrophillia @roblox_fess Aku kena tipu 15 robux njir polos kali aku","1967542398072005034","","aestrophillia","in","","0","1","0","https://x.com/undefined/status/1967542398072005034","1495654448886337538",
